,text_id,sent_id,trigger,target,trigger_idx,target_idx,target_surp,pmi,topk_prob,kld,j_preds,ji_preds,is_multitok
0,1,3.0,can,you,1,0,0.399353951215744,6.071747303009033,0.18594229221343994,5.163007239462238,"['you', 'one', 'i', 'users', 'we']","['i', 'he', 'each', 'the', 'then']",False
1,1,3.0,glance,you,2,0,0.399353951215744,1.1623085737228394,0.1732274889945984,0.9009311046374823,"['you', 'one', 'i', 'users', 'we']","['you', 'users', 'one', 'viewers', 'visitors']",False
2,1,3.0,glance,can,2,1,1.4379839897155762,5.738008499145508,0.7473003268241882,4.885459450635103,"['can', 'could', 'may', 'will', 'would']","['look', 'looked', 'stop', 'glance', 'are']",False
3,1,3.0,at,you,3,0,0.399353951215744,0.18744423985481262,0.0257684588432312,0.04411550933731735,"['you', 'one', 'i', 'users', 'we']","['you', 'one', 'users', 'i', 'we']",False
4,1,3.0,at,can,3,1,1.4379839897155762,-0.14415907859802246,-0.005292773246765137,0.014089335650924859,"['can', 'could', 'may', 'will', 'would']","['can', 'may', 'could', 'will', 'would']",False
5,1,3.0,at,glance,3,2,5.2654571533203125,9.567026138305664,0.8640048503875732,9.21156717222282,"['look', 'click', 'glance', 'stop', 'pause']","['also', 'use', 'see', 'click', 'watch']",False
6,1,3.0,the,you,4,0,0.399353951215744,0.20002654194831848,0.029040396213531494,0.08780189484798712,"['you', 'one', 'i', 'users', 'we']","['you', 'one', 'i', 'anyone', 'he']",False
7,1,3.0,the,can,4,1,1.4379839897155762,0.045079708099365234,0.04126846790313721,0.01412888353592356,"['can', 'could', 'may', 'will', 'would']","['can', 'may', 'could', 'will', 'might']",False
8,1,3.0,the,glance,4,2,5.2654571533203125,2.2400317192077637,0.11337780952453613,0.13512080352266032,"['look', 'click', 'glance', 'stop', 'pause']","['look', 'click', 'stop', 'sit', 'be']",False
9,1,3.0,the,at,4,3,0.29676416516304016,2.364955425262451,0.6234378814697266,1.9055180870878674,"['at', 'over', 'on', 'into', 'through']","['up', 'at', 'down', 'over', 'around']",False
10,1,3.0,watch,you,5,0,0.399353951215744,0.46950075030326843,0.08530479669570923,0.19042150743223885,"['you', 'one', 'i', 'users', 'we']","['you', 'one', 'users', 'anyone', 'visitors']",False
11,1,3.0,watch,can,5,1,1.4379839897155762,-0.20625340938568115,0.0022702813148498535,0.029632300842648812,"['can', 'could', 'may', 'will', 'would']","['can', 'could', 'may', 'must', 'will']",False
12,1,3.0,watch,glance,5,2,5.2654571533203125,-0.18676519393920898,-0.0428692102432251,0.1183290114179549,"['look', 'click', 'glance', 'stop', 'pause']","['look', 'glance', 'stop', 'pause', 'click']",False
13,1,3.0,watch,at,5,3,0.29676416516304016,0.5217446088790894,0.16422754526138306,0.2725590649251844,"['at', 'over', 'on', 'into', 'through']","['at', 'over', 'up', 'into', 'in']",False
14,1,3.0,watch,the,5,4,2.6360275745391846,0.9352505207061768,0.19069677591323853,2.9409597439818267,"['your', 'a', 'the', 'my', 'his']","['his', 'a', 'her', 'the', 'my']",False
15,1,3.0,face,you,6,0,0.399353951215744,0.07560953497886658,0.028257787227630615,0.016570862126233803,"['you', 'one', 'i', 'users', 'we']","['you', 'one', 'i', 'we', 'anyone']",False
16,1,3.0,face,can,6,1,1.4379839897155762,0.07626557350158691,0.025407373905181885,0.017066511176259968,"['can', 'could', 'may', 'will', 'would']","['can', 'could', 'may', 'will', 'might']",False
17,1,3.0,face,glance,6,2,5.2654571533203125,1.4982099533081055,0.21002227067947388,0.4728779988065995,"['look', 'click', 'glance', 'stop', 'pause']","['look', 'click', 'stay', 'listen', 'stop']",False
18,1,3.0,face,at,6,3,0.29676416516304016,-0.08077409863471985,-0.046760618686676025,0.054551618522856025,"['at', 'over', 'on', 'into', 'through']","['at', 'on', 'into', 'over', 'in']",False
19,1,3.0,face,the,6,4,2.6360275745391846,-0.4460160732269287,0.13815230131149292,0.2857719443743294,"['your', 'a', 'the', 'my', 'his']","['your', 'the', 'a', 'and', 'or']",False
20,1,3.0,face,watch,6,5,10.738694190979004,-0.4231758117675781,0.10409589111804962,2.304034337182457,"['same', 'music', 'album', 'right', 'station']","['cd', 'album', 'music', 'label', 'website']",False
21,1,3.0,to,you,7,0,0.399353951215744,-0.01761588454246521,-0.0035789012908935547,0.016573547060779372,"['you', 'one', 'i', 'users', 'we']","['you', 'one', 'i', 'we', 'users']",False
22,1,3.0,to,can,7,1,1.4379839897155762,-0.30715739727020264,-0.04204881191253662,0.08182131037481587,"['can', 'could', 'may', 'will', 'would']","['can', 'could', 'will', 'may', 'should']",False
23,1,3.0,to,glance,7,2,5.2654571533203125,0.7266182899475098,-0.035429418087005615,0.07456281498654195,"['look', 'click', 'glance', 'stop', 'pause']","['look', 'glance', 'click', 'stop', 'peek']",False
24,1,3.0,to,at,7,3,0.29676416516304016,0.04634654521942139,0.006774842739105225,0.012874861752990314,"['at', 'over', 'on', 'into', 'through']","['at', 'over', 'into', 'through', 'on']",False
25,1,3.0,to,the,7,4,2.6360275745391846,0.3403019905090332,-0.01940906047821045,0.02679848886946119,"['your', 'a', 'the', 'my', 'his']","['your', 'a', 'the', 'my', 'his']",False
26,1,3.0,to,watch,7,5,10.738694190979004,0.8362512588500977,0.05835254490375519,0.15369008056637176,"['same', 'music', 'album', 'right', 'station']","['same', 'artist', 'music', 'album', 'profile']",False
27,1,3.0,to,face,7,6,8.257437705993652,1.051382064819336,-0.28551748394966125,0.9934085438040714,"[',', 'app', 'again', '##er', 'button']","[',', 'and', 'again', 'or', 'app']",False
28,1,3.0,view,you,8,0,0.399353951215744,0.07003921270370483,-0.007301926612854004,0.11314018963602845,"['you', 'one', 'i', 'users', 'we']","['you', 'i', 'one', 'we', 'he']",False
29,1,3.0,view,can,8,1,1.4379839897155762,0.5284866094589233,0.08081620931625366,0.06565848865670984,"['can', 'could', 'may', 'will', 'would']","['can', 'could', 'may', 'will', 'might']",False
30,1,3.0,view,glance,8,2,5.2654571533203125,0.1670856475830078,-0.03788399696350098,0.06419879253523617,"['look', 'click', 'glance', 'stop', 'pause']","['look', 'click', 'glance', 'stop', 'check']",False
31,1,3.0,view,at,8,3,0.29676416516304016,-0.12176339328289032,-0.036231160163879395,0.03492970514399158,"['at', 'over', 'on', 'into', 'through']","['at', 'over', 'into', 'on', 'in']",False
32,1,3.0,view,the,8,4,2.6360275745391846,1.0842173099517822,-0.04095035791397095,0.24769490168136024,"['your', 'a', 'the', 'my', 'his']","['your', 'the', 'a', 'my', 'his']",False
33,1,3.0,view,watch,8,5,10.738694190979004,0.21082496643066406,0.012596666812896729,0.0974904469069684,"['same', 'music', 'album', 'right', 'station']","['same', 'album', 'label', 'right', 'music']",False
34,1,3.0,view,face,8,6,8.257437705993652,-0.014472007751464844,-0.03992760181427002,0.19800836050805581,"[',', 'app', 'again', '##er', 'button']","[',', 'again', 'app', '##list', 'button']",False
35,1,3.0,view,to,8,7,2.056511402130127,-0.7331175804138184,0.27031606435775757,0.9702183929280198,"['and', 'to', 'or', ',', '.']","['to', 'and', 'that', ',', 'or']",False
36,1,3.0,the,you,9,0,0.399353951215744,0.014053255319595337,0.00845271348953247,0.005939701390018456,"['you', 'one', 'i', 'users', 'we']","['you', 'one', 'users', 'we', 'i']",False
37,1,3.0,the,can,9,1,1.4379839897155762,-0.24136507511138916,-0.032175302505493164,0.01763950722162808,"['can', 'could', 'may', 'will', 'would']","['can', 'could', 'may', 'will', 'would']",False
38,1,3.0,the,glance,9,2,5.2654571533203125,0.19135665893554688,-0.029142141342163086,0.017935730358781456,"['look', 'click', 'glance', 'stop', 'pause']","['look', 'click', 'glance', 'pause', 'stop']",False
39,1,3.0,the,at,9,3,0.29676416516304016,0.04272213578224182,0.013009965419769287,0.003737230506442504,"['at', 'over', 'on', 'into', 'through']","['at', 'over', 'on', 'into', 'through']",False
