,text_id,sent_id,trigger,target,trigger_idx,target_idx,target_surp,pmi,topk_prob,kld,j_preds,ji_preds,is_multitok
0,16,3.0,liquid,the,1,0,1.6589772701263428,1.1114771366119385,0.25486576557159424,0.4817078425311506,"['any', 'the', 'a', 'all', 'this']","['any', 'water', 'the', 'all', 'anything']",False
1,16,3.0,that,the,2,0,1.6589772701263428,-0.592538595199585,0.08536511659622192,0.32421963348518135,"['any', 'the', 'a', 'all', 'this']","['the', 'any', 'whatever', 'a', 'this']",False
2,16,3.0,that,liquid,2,1,5.449311256408691,-1.8223156929016113,0.44275668263435364,0.9760924496676431,"['water', 'waste', 'liquid', 'blood', 'fluid']","['water', 'liquid', 'gas', 'blood', 'waste']",False
3,16,3.0,may,the,3,0,1.6589772701263428,-0.5936689376831055,0.009753823280334473,0.09376097702264147,"['any', 'the', 'a', 'all', 'this']","['the', 'any', 'all', 'a', 'this']",False
4,16,3.0,may,liquid,3,1,5.449311256408691,0.501554012298584,0.22496706247329712,0.4016313949821931,"['water', 'waste', 'liquid', 'blood', 'fluid']","['water', 'blood', 'waste', 'urine', 'energy']",False
5,16,3.0,may,that,3,2,0.21662592887878418,8.121356964111328,0.9824538826942444,7.727187287924355,"['that', 'which', 'it', 'this', 'they']","['in', 'to', 'of', 'or', '-']",False
6,16,3.0,form,the,4,0,1.6589772701263428,0.97444748878479,0.006953001022338867,0.12068531725868933,"['any', 'the', 'a', 'all', 'this']","['any', 'the', 'all', 'a', 'every']",False
7,16,3.0,form,liquid,4,1,5.449311256408691,1.4513096809387207,-0.08359259366989136,0.22070086941327285,"['water', 'waste', 'liquid', 'blood', 'fluid']","['water', 'waste', 'blood', 'liquid', 'gas']",False
8,16,3.0,form,that,4,2,0.21662592887878418,0.9832240343093872,0.1383841633796692,0.7008174820274933,"['that', 'which', 'it', 'this', 'they']","['that', 'it', 'which', 'this', 'they']",False
9,16,3.0,form,may,4,3,5.0124430656433105,5.0608296394348145,0.7422724366188049,4.689316389676981,"['will', 'can', 'would', 'must', 'they']","['is', 'was', 'gets', 'remains', 'has']",False
10,16,3.0,is,the,5,0,1.6589772701263428,-0.6546405553817749,0.0084572434425354,0.1387082151514883,"['any', 'the', 'a', 'all', 'this']","['the', 'any', 'a', 'this', 'all']",False
11,16,3.0,is,liquid,5,1,5.449311256408691,-0.02587270736694336,0.25277864933013916,0.37520056197974117,"['water', 'waste', 'liquid', 'blood', 'fluid']","['water', 'waste', 'liquid', 'blood', 'urine']",False
12,16,3.0,is,that,5,2,0.21662592887878418,0.3579517602920532,0.19046467542648315,0.283757589311803,"['that', 'which', 'it', 'this', 'they']","['that', 'which', 'solution', 'water', 'it']",False
13,16,3.0,is,may,5,3,5.0124430656433105,0.7510414123535156,0.05632305145263672,1.9633662127023432,"['will', 'can', 'would', 'must', 'they']","['would', 'will', 'did', 'does', 'can']",False
14,16,3.0,is,form,5,4,3.2865591049194336,6.50302791595459,0.4323740303516388,4.90586541843508,"['escape', 'form', 'remain', 'flow', 'follow']","['be', 'remain', 'have', 'is', 'are']",False
15,16,3.0,drained,the,6,0,1.6589772701263428,0.571446418762207,0.00022745132446289062,0.045004362033736256,"['any', 'the', 'a', 'all', 'this']","['any', 'the', 'a', 'every', 'this']",False
