,text_id,sent_id,trigger_idx,trigger,trigger_len,trigger_freq,trigger_surp,target_idx,target,target_len,target_freq,target_surp,ji_surp,j_surp,pmi,e_pmi,e_ppmi,e_npmi,e_pmi_i,e_ppmi_i,e_npmi_i,is_multitok,top_j_preds,top_ji_preds,mask_type
0,1,7,1,"Schauspieler,",13,4.55,12.635784016558885,0,Bekannte,8,4.66,5.0216500097427295,14.138010025024414,10.649100303649902,3.4889097213745117,1.4177545541651375,1.7089300321229748,0.29117547795783744,-1.079772198624243,0.2558239019758393,1.335596100600082,False,"['Die', 'die', 'und', '[unused_punctuation13]', 'Andere']","['die', 'in', '##a', 'Richter', 'je']",mask
1,1,7,2,Musiker,7,4.52,5.725227021397613,0,Bekannte,8,4.66,5.0216500097427295,10.649100303649902,10.433488845825195,0.21561145782470703,0.30704010924588426,0.5467677980913522,0.23972768884546794,-0.6332260548044379,0.1333729389318806,0.7665989937363186,False,"['Andere', '[unused_punctuation13]', 'Die', 'Weniger', 'und']","['Die', 'die', 'und', '[unused_punctuation13]', 'Andere']",mask
2,1,7,2,Musiker,7,4.52,5.725227021397613,1,"Schauspieler,",13,4.55,12.635784016558885,14.522872924804688,12.748514175415039,1.7743587493896484,1.7529557146365822,2.026963729514081,0.27400801487749904,-2.4070284403999413,0.15106948279599608,2.5580979231959375,True,"['Bekannte', '##s', '##ste', '##r', '##te']","['Richter', '##r', '##s', 'je', 'Frauen']",mask
3,1,7,3,und,3,7.42,0.638744505029353,0,Bekannte,8,4.66,5.0216500097427295,10.433488845825195,11.000439643859863,-0.566950798034668,0.17905191490358824,0.3848526209583849,0.20580070605479667,-0.2420295813684854,0.23185716868690506,0.47388675005539044,False,"['Andere', 'Mehr', 'Die', 'Weniger', 'Ein']","['Andere', '[unused_punctuation13]', 'Die', 'Weniger', 'und']",mask
4,1,7,3,und,3,7.42,0.638744505029353,1,"Schauspieler,",13,4.55,12.635784016558885,12.748514175415039,12.42005729675293,0.3284568786621094,0.21624075894568112,0.4419257099749668,0.22568495102928565,-0.21209904357876982,0.20947193441653697,0.4215709779953068,True,"['##s', '##r', 'Bekannte', '##ste', '##re']","['Bekannte', '##s', '##ste', '##r', '##te']",mask
5,1,7,3,und,3,7.42,0.638744505029353,2,Musiker,7,4.52,5.725227021397613,14.772518157958984,14.247800827026367,0.5247173309326172,0.7955902974304158,1.0890641252497866,0.2934738278193709,-0.7144424121688862,0.37839179871812106,1.0928342108870073,False,"['##s', '##i', '##ch', '##a', 'Schmidt']","['##s', '##i', '##a', '##z', '##art']",mask
6,1,7,4,Politiker,9,4.99,7.454566369858931,0,Bekannte,8,4.66,5.0216500097427295,11.000439643859863,10.289593696594238,0.710845947265625,0.13226085063609466,0.3183012332538206,0.18604038261772593,-0.17070220457098015,0.10951706601280767,0.28021927058378776,False,"['Andere', 'Ein', 'Die', 'Mehr', 'Weniger']","['Andere', 'Mehr', 'Die', 'Weniger', 'Ein']",mask
7,1,7,4,Politiker,9,4.99,7.454566369858931,1,"Schauspieler,",13,4.55,12.635784016558885,12.42005729675293,9.756978034973145,2.663079261779785,0.24701634421888896,0.4965610470659382,0.24954470284704913,1.057550717142898,1.1437943496979335,0.08624363255503548,True,"['##r', '##s', 'Bekannte', '##ste', '##re']","['##s', '##r', 'Bekannte', '##ste', '##re']",mask
8,1,7,4,Politiker,9,4.99,7.454566369858931,2,Musiker,7,4.52,5.725227021397613,14.247800827026367,6.808680057525635,7.439120769500732,3.2354090542367175,3.500156202716323,0.26474714847960523,4.682922967353515,4.919573037447519,0.23665007009400232,False,"['##s', 'Komponisten', 'Schauspieler', '[unused_punctuation2]', '##innen']","['##s', '##i', '##ch', '##a', 'Schmidt']",mask
9,1,7,4,Politiker,9,4.99,7.454566369858931,3,und,3,7.42,0.638744505029353,6.877199172973633,1.4312224388122559,5.445976734161377,3.2231024253662945,3.5026144521706954,0.2795120268044009,-1.3535216178223657,0.20314756850191612,1.5566691863242816,False,"['und', 'oder', 'Bekannte', '[unused_punctuation13]', '[unused_punctuation1]']","['##in', '##s', 'wie', 'und', 'Karl']",mask
