,text_id,sent_id,trigger_idx,trigger,trigger_len,trigger_freq,trigger_surp,target_idx,target,target_len,target_freq,target_surp,ji_surp,j_surp,pmi,e_pmi,e_ppmi,e_npmi,e_pmi_i,e_ppmi_i,e_npmi_i,is_multitok,top_j_preds,top_ji_preds,mask_type
0,3,6,1,sayıda,6,5.11,11.346055976469337,0,Aşırı,5,5.08,12.067850157303194,17.21453285217285,15.792668342590332,1.4218645095825195,0.34413456082976795,0.5897283078913871,0.24559374706161913,-0.15655968848170593,0.3648852120401852,0.5214449005218912,False,"[',', 'bu', 'bir', 've', 'da']","['.', 've', ',', '-', 'bu']",mask
1,3,6,2,gerçekleşen,11,4.7,13.58876823234028,0,Aşırı,5,5.08,12.067850157303194,15.792668342590332,13.601312637329102,2.1913557052612305,0.29617737903806,0.5327307368806131,0.2365533578425531,-0.3204202228500936,0.1269440847550114,0.4473643076051049,False,"['bu', 'Bu', 'bir', ',', 've']","[',', 'bu', 'bir', 've', 'da']",mask
2,3,6,2,gerçekleşen,11,4.7,13.58876823234028,1,sayıda,6,5.11,11.346055976469337,8.955179214477539,8.533616065979004,0.42156314849853516,0.4670844660872209,0.7333979870071748,0.266313520919954,-0.10249056587348811,0.43515911894510345,0.5376496848185915,False,"[',', 've', '##lık', 'da', 'bir']","['##lık', 'bir', ',', 've', 'da']",mask
3,3,6,3,ve,2,7.37,4.923052163269108,0,Aşırı,5,5.08,12.067850157303194,13.601312637329102,10.54751205444336,3.053800582885742,0.725300142842109,1.057660148745511,0.3323600059034021,-1.2214307242263596,0.0644075105139688,1.2858382347403285,False,"['Bu', 'bu', 'Her', 'Çok', 'Bir']","['bu', 'Bu', 'bir', ',', 've']",mask
4,3,6,3,ve,2,7.37,4.923052163269108,1,sayıda,6,5.11,11.346055976469337,8.533616065979004,6.193201541900635,2.340414524078369,0.9106406504040075,1.2449948637826624,0.33435421337865523,-1.2129839979803516,0.08524786696768304,1.298231864948035,False,"['hızlı', 'derecede', ',', 'yoğun', 'da']","[',', 've', '##lık', 'da', 'bir']",mask
5,3,6,3,ve,2,7.37,4.923052163269108,2,gerçekleşen,11,4.7,13.58876823234028,14.279988288879395,13.797143936157227,0.48284435272216797,0.3826434128691586,0.630870750985167,0.24822733811600833,-0.5722213314297188,0.25568193698649255,0.8279032684162111,False,"[',', 'bu', 'bir', 'olan', 've']","[',', 've', 'bir', 'bu', 'da']",mask
6,3,6,4,ödüllerle,9,0.0,20.322402166995232,0,Aşırı,5,5.08,12.067850157303194,10.54751205444336,10.990718841552734,-0.443206787109375,0.6846009773171994,0.948876944204968,0.26427596688776883,-2.007222559521221,0.02633116401044103,2.0335537235316616,False,"['Bu', 'Çok', 'çok', 'Her', '10']","['Bu', 'bu', 'Her', 'Çok', 'Bir']",mask
7,3,6,4,ödüllerle,9,0.0,20.322402166995232,1,sayıda,6,5.11,11.346055976469337,6.193201541900635,5.065678119659424,1.127523422241211,0.31407901331216814,0.5544057450185604,0.2403267317063922,-1.1591558464939218,0.05942881565805467,1.2185846621519765,False,"['hızlı', 'derecede', 'kolay', 'sık', 'sayıda']","['hızlı', 'derecede', ',', 'yoğun', 'da']",mask
8,3,6,4,ödüllerle,9,0.0,20.322402166995232,2,gerçekleşen,11,4.7,13.58876823234028,13.797143936157227,13.990510940551758,-0.19336700439453125,3.6914259786057926,3.986002456201499,0.2945764775957065,-2.8160222018506804,0.0990647288035528,2.9150869306542333,False,"['ödül', 'ödüller', 'puan', 'bonus', 'yarışma']","[',', 'bu', 'bir', 'olan', 've']",mask
9,3,6,4,ödüllerle,9,0.0,20.322402166995232,3,ve,2,7.37,4.923052163269108,4.249630928039551,2.544281482696533,1.7053494453430176,2.038753824828522,2.297534502413629,0.2587806775851068,-2.0740233930407945,0.41065269438922225,2.4846760874300173,False,"['bu', 've', ',', 'çeşitli', 'özel']","['ve', ',', 'bir', 'bu', '.']",mask
10,3,6,5,teşvik,6,4.63,13.25817367928943,0,Aşırı,5,5.08,12.067850157303194,10.990718841552734,11.260966300964355,-0.2702474594116211,0.37268153327798875,0.6819871887341027,0.309305655456114,-1.5139387187389668,0.013308592251305379,1.5272473109902716,False,"['Çok', 'Bu', 'çok', 'Her', 'Az']","['Bu', 'Çok', 'çok', 'Her', '10']",mask
11,3,6,5,teşvik,6,4.63,13.25817367928943,1,sayıda,6,5.11,11.346055976469337,5.065678119659424,5.444589614868164,-0.37891149520874023,0.09906273883707158,0.2738287679282103,0.1747660290911387,-0.6859088348682143,0.03512798908141393,0.7210368239496282,False,"['derecede', 'hızlı', 'sık', 'kolay', 'yoğun']","['hızlı', 'derecede', 'kolay', 'sık', 'sayıda']",mask
12,3,6,5,teşvik,6,4.63,13.25817367928943,2,gerçekleşen,11,4.7,13.58876823234028,13.990510940551758,14.872812271118164,-0.8823013305664062,0.24681593982991232,0.47407819902813453,0.22726225919822218,-0.4812464072775069,0.12064908674715823,0.6018954940246651,False,"['puan', 'ödül', 'ödüller', 'para', 'bonus']","['ödül', 'ödüller', 'puan', 'bonus', 'yarışma']",mask
13,3,6,5,teşvik,6,4.63,13.25817367928943,3,ve,2,7.37,4.923052163269108,2.544281482696533,2.6717233657836914,-0.1274418830871582,0.17616513639475873,0.3813839810505381,0.2052188446557794,-0.24799214726205457,0.17034517806582752,0.4183373253278821,False,"['ve', 'bu', 'çeşitli', 'özel', ',']","['bu', 've', ',', 'çeşitli', 'özel']",mask
14,3,6,5,teşvik,6,4.63,13.25817367928943,4,ödüllerle,9,0.0,20.322402166995232,16.989593505859375,15.827451705932617,1.1621417999267578,1.0411477919185654,1.3065773198712294,0.26542952795266395,-1.2580060522522143,0.22831857564760163,1.4863246278998157,True,"['bu', 'bunu', 'bir', 'buna', 'bazı']","['bu', 'bir', 'en', 'her', 'çok']",mask
15,3,6,6,edilen,6,5.49,0.19747436594884277,0,Aşırı,5,5.08,12.067850157303194,11.260966300964355,11.260408401489258,0.0005578994750976562,0.34194983492368003,0.5793568062711084,0.23740697134742844,-2.018099271477701,0.00030055793116142793,2.018399829408862,False,"['Çok', 'çok', 'Bu', 'Belirli', 'Az']","['Çok', 'Bu', 'çok', 'Her', 'Az']",mask
16,3,6,6,edilen,6,5.49,0.19747436594884277,1,sayıda,6,5.11,11.346055976469337,5.444589614868164,5.034247398376465,0.4103422164916992,0.24677970790368842,0.4627289687426133,0.21594926083892488,-2.39451892835479,0.005103184249294908,2.399622112604084,False,"['derecede', 'hızlı', 'sık', 'sayıda', 'miktarda']","['derecede', 'hızlı', 'sık', 'kolay', 'yoğun']",mask
17,3,6,6,edilen,6,5.49,0.19747436594884277,2,gerçekleşen,11,4.7,13.58876823234028,14.872812271118164,14.705516815185547,0.1672954559326172,0.264517425479019,0.4795446447784757,0.2150272192994567,-0.24591727327403093,0.27765713508108003,0.5235744083551109,False,"['ödül', 'ödüller', 'puan', 'para', 'madalya']","['puan', 'ödül', 'ödüller', 'para', 'bonus']",mask
18,3,6,6,edilen,6,5.49,0.19747436594884277,3,ve,2,7.37,4.923052163269108,2.6717233657836914,1.2346700429916382,1.4370533227920532,0.48029366856502825,0.7529861366987918,0.2726924681337633,-1.1072656192628352,0.043693940114933064,1.1509595593777682,False,"['ve', ',', 'çeşitli', 'özel', 'büyük']","['ve', 'bu', 'çeşitli', 'özel', ',']",mask
19,3,6,6,edilen,6,5.49,0.19747436594884277,4,ödüllerle,9,0.0,20.322402166995232,15.827451705932617,15.622174263000488,0.2052774429321289,1.538220711208767,1.8364787424390538,0.29825803123028677,-1.9858011642073439,0.1870944660448265,2.17289563025217,True,"['de', 'hatta', 'özellikle', 'genellikle', 'buna']","['bu', 'bunu', 'bir', 'buna', 'bazı']",mask
20,3,6,6,edilen,6,5.49,0.19747436594884277,5,teşvik,6,4.63,13.25817367928943,11.624404907226562,5.17258882522583,6.451816082000732,5.064502693716455,5.241479328178957,0.17697663446250214,-4.447027300860644,0.028999234320370795,4.476026535181015,False,"['takdir', 'temsil', 'elde', 'kabul', 'ifade']","['dolu', 'ilgili', 'birlikte', ',', 'sonuçlanan']",mask
21,3,6,7,avlanma,7,3.6,14.094980615871135,0,Aşırı,5,5.08,12.067850157303194,11.260408401489258,10.772322654724121,0.4880857467651367,0.1536998778438022,0.2863308980369587,0.13263102019315648,-2.01353517011924,0.001393077091499639,2.01492824721074,False,"['Çok', 'Belirli', 'Düzenli', 'Az', 'Belli']","['Çok', 'çok', 'Bu', 'Belirli', 'Az']",mask
22,3,6,7,avlanma,7,3.6,14.094980615871135,1,sayıda,6,5.11,11.346055976469337,5.034247398376465,5.327394008636475,-0.29314661026000977,0.3282567635937095,0.5770182108933436,0.24876144729963412,-1.9331304471615764,0.04356674624838234,1.976697193409959,False,"['derecede', 'hızlı', 'miktarda', 'sık', 'şekilde']","['derecede', 'hızlı', 'sık', 'sayıda', 'miktarda']",mask
23,3,6,7,avlanma,7,3.6,14.094980615871135,2,gerçekleşen,11,4.7,13.58876823234028,14.705516815185547,16.598459243774414,-1.8929424285888672,0.8678303837328449,1.1854594109517742,0.31762902721892927,-0.8564669432872289,0.21437260139147546,1.0708395446787042,False,"['para', 'ödül', 'yarışma', 'ceza', 'yardım']","['ödül', 'ödüller', 'puan', 'para', 'madalya']",mask
24,3,6,7,avlanma,7,3.6,14.094980615871135,3,ve,2,7.37,4.923052163269108,1.2346700429916382,0.49248358607292175,0.7421864569187164,0.34795909752254606,0.5771216243935365,0.22916252687099053,-2.2417220412335688,0.024430734255625537,2.2661527754891946,False,"['ve', ',', 'özel', 'büyük', 'veya']","['ve', ',', 'çeşitli', 'özel', 'büyük']",mask
25,3,6,7,avlanma,7,3.6,14.094980615871135,4,ödüllerle,9,0.0,20.322402166995232,15.622174263000488,18.09309959411621,-2.4709253311157227,0.6528798615354371,0.8879968370276639,0.2351169754922267,-2.447873805631641,0.018864141043759934,2.466737946675401,True,"['genellikle', 'özellikle', 'şiddetle', 'hatta', 'de']","['de', 'hatta', 'özellikle', 'genellikle', 'buna']",mask
26,3,6,7,avlanma,7,3.6,14.094980615871135,5,teşvik,6,4.63,13.25817367928943,5.17258882522583,5.369874954223633,-0.19728612899780273,0.9016165140038817,1.1988630810051366,0.2972465670012546,-1.8050728642364862,0.053737960921992685,1.8588108251584792,False,"['elde', 'telafi', 'ifade', 'iptal', 'organize']","['takdir', 'temsil', 'elde', 'kabul', 'ifade']",mask
