,text_id,sent_id,trigger_idx,trigger,trigger_len,trigger_freq,trigger_surp,target_idx,target,target_len,target_freq,target_surp,ji_surp,j_surp,pmi,e_pmi,e_ppmi,e_npmi,e_pmi_i,e_ppmi_i,e_npmi_i,is_multitok,top_j_preds,top_ji_preds,mask_type
0,10,0,1,Internationale,14,4.71,11.670209545816226,0,Die,3,7.48,0.0,7.886880874633789,7.810778617858887,0.07610225677490234,0.48268606118885593,0.7681547484162882,0.28546868722743224,-0.807186041350294,0.18337911499792864,0.9905651563482227,False,"['Richter', 'die', '##a', 'in', 'je']","['die', 'in', 'je', 'Richter', '##a']",mask
1,10,0,2,Union,5,4.83,5.685839150225112,0,Die,3,7.48,0.0,7.810778617858887,6.811505317687988,0.9992733001708984,0.1579446980479791,0.35920146889407545,0.20125677084609633,-0.04928748712255106,0.24318108947151587,0.2924685765940669,False,"['Richter', 'die', '##a', '[unused_punctuation1]', 'Die']","['Richter', 'die', '##a', 'in', 'je']",mask
2,10,0,2,Union,5,4.83,5.685839150225112,1,Internationale,14,4.71,11.670209545816226,19.582550048828125,15.77107048034668,3.8114795684814453,1.104042762101655,1.3604824625267598,0.2564397004251042,-1.7083916782511088,0.31758204696689846,2.025973725218008,False,"['##r', '##b', '##z', '##ch', '##de']","['##ch', '##r', '##z', '##k', '##b']",mask
3,10,0,3,für,3,6.88,1.3208844088165819,0,Die,3,7.48,0.0,6.811505317687988,5.674055576324463,1.1374497413635254,0.19461768020127504,0.40834303508038644,0.21372535487911143,-0.0723127910453314,0.250224978152814,0.3225377691981454,False,"['Richter', 'die', 'Die', 'der', '##a']","['Richter', 'die', '##a', '[unused_punctuation1]', 'Die']",mask
4,10,0,3,für,3,6.88,1.3208844088165819,1,Internationale,14,4.71,11.670209545816226,15.77107048034668,14.295806884765625,1.4752635955810547,0.4812433434593292,0.768309384727236,0.2870660412679068,0.1554163072344965,0.5596194494169303,0.40420314218243375,False,"['##b', '##r', 'Richter', '##s', '##te']","['##r', '##b', '##z', '##ch', '##de']",mask
5,10,0,3,für,3,6.88,1.3208844088165819,2,Union,5,4.83,5.685839150225112,11.086061477661133,6.364842891693115,4.721218585968018,2.3540618451888746,2.5983745964297196,0.24431275124084448,-3.0388775939808745,0.19631178929502735,3.2351893832759018,False,"['Gesellschaft', 'Vereinigung', 'Richter', 'Bank', 'Liga']","['Richter', 'Ad', '##s', 'Ri', 'Go']",mask
6,10,0,4,Naturschutz,11,3.92,10.071223130004581,0,Die,3,7.48,0.0,5.674055576324463,4.790786266326904,0.8832693099975586,0.17255877246468065,0.37914581520098145,0.2065870427363008,-0.2403002749501144,0.18669422539764827,0.42699450034776265,False,"['die', 'Die', 'Richter', 'The', 'der']","['Richter', 'die', 'Die', 'der', '##a']",mask
7,10,0,4,Naturschutz,11,3.92,10.071223130004581,1,Internationale,14,4.71,11.670209545816226,14.295806884765625,11.213957786560059,3.0818490982055664,0.7503569229725171,1.06947836109429,0.31912143812177296,-0.12316611089851096,0.4701841530256851,0.5933502639241961,False,"['##s', '##b', 'Hamburger', 'Richter', '##l']","['##b', '##r', 'Richter', '##s', '##te']",mask
8,10,0,4,Naturschutz,11,3.92,10.071223130004581,2,Union,5,4.83,5.685839150225112,6.364842891693115,5.827098846435547,0.5377440452575684,1.2062051608929072,1.472929494602288,0.2667243337093813,-3.2812780571419053,0.010966263715560916,3.2922443208574665,False,"['Gesellschaft', 'Vereinigung', 'Akademie', 'Bank', 'Kommission']","['Gesellschaft', 'Vereinigung', 'Richter', 'Bank', 'Liga']",mask
9,10,0,4,Naturschutz,11,3.92,10.071223130004581,3,für,3,6.88,1.3208844088165819,8.563340187072754,0.3975878059864044,8.16575238108635,6.330628590112874,6.5114443588881885,0.1808157687753146,-3.0107824386868005,0.10565784162322048,3.1164402803100204,False,"['für', 'der', 'des', '##en', '[unused_punctuation2]']","['J', 'Go', 'Ad', '[unused_punctuation1]', 'Ri']",mask
10,10,0,5,ist,3,7.08,7.359464555279766,0,Die,3,7.48,0.0,4.790786266326904,2.0061395168304443,2.78464674949646,0.8134250237712511,1.1325316333898652,0.31910660961861403,-0.48408481953151195,0.1872921658557951,0.6713769853873071,False,"['Die', 'die', 'Der', 'der', 'Das']","['die', 'Die', 'Richter', 'The', 'der']",mask
11,10,0,5,ist,3,7.08,7.359464555279766,1,Internationale,14,4.71,11.670209545816226,11.213957786560059,8.444339752197266,2.769618034362793,0.8233446598429884,1.1134061093400682,0.2900614494970796,1.1008386496370348,1.249841878015631,0.14900322837859642,False,"['Deutsche', 'Karlsruher', 'Gewerkschaft', 'politische', 'Hamburger']","['##s', '##b', 'Hamburger', 'Richter', '##l']",mask
12,10,0,5,ist,3,7.08,7.359464555279766,2,Union,5,4.83,5.685839150225112,5.827098846435547,6.572592735290527,-0.7454938888549805,0.3518758032696202,0.6237276972020013,0.271851893932381,-0.3970128903336098,0.2260235551272824,0.6230364454608922,False,"['Gesellschaft', 'Vereinigung', 'Kommission', 'Akademie', 'Agentur']","['Gesellschaft', 'Vereinigung', 'Akademie', 'Bank', 'Kommission']",mask
13,10,0,5,ist,3,7.08,7.359464555279766,3,für,3,6.88,1.3208844088165819,0.3975878059864044,0.10746663808822632,0.2901211678981781,0.21790381311778512,0.28892809096235256,0.07102427784456733,-2.9608329477824347,0.02204134956844488,2.9828742973508793,False,"['für', 'zum', 'ohne', 'for', 'um']","['für', 'der', 'des', '##en', '[unused_punctuation2]']",mask
14,10,0,5,ist,3,7.08,7.359464555279766,4,Naturschutz,11,3.92,10.071223130004581,11.666144371032715,12.799275398254395,-1.1331310272216797,2.148050543372427,2.3721535513100074,0.22410300793758034,-3.686399733527219,0.20639100091610646,3.892790734443326,False,"['Arbeit', 'Sprache', 'Frauen', 'Sprachen', 'Kommunikation']","['die', 'das', '##s', 'Arbeit', 'eine']",mask
15,10,0,6,eine,4,6.8,1.4968788749808386,0,Die,3,7.48,0.0,2.0061395168304443,0.34518611431121826,1.660953402519226,1.0763591110701,1.3429730951353094,0.26661398406520903,-2.505625323681336,0.0037863524746705552,2.509411676156007,False,"['Die', 'die', 'Das', 'Der', 'Eine']","['Die', 'die', 'Der', 'der', 'Das']",mask
16,10,0,6,eine,4,6.8,1.4968788749808386,1,Internationale,14,4.71,11.670209545816226,8.444339752197266,5.790921211242676,2.65341854095459,0.6643083201890013,0.9017501627174026,0.23744184252840125,-0.4388914802015714,0.2569819406027457,0.6958734208043172,False,"['Deutsche', 'Europäische', 'politische', 'Bayerische', 'Gewerkschaft']","['Deutsche', 'Karlsruher', 'Gewerkschaft', 'politische', 'Hamburger']",mask
17,10,0,6,eine,4,6.8,1.4968788749808386,2,Union,5,4.83,5.685839150225112,6.572592735290527,5.902109622955322,0.6704831123352051,0.24121101749572063,0.413932813711035,0.17272179621531442,-1.1416307364691,0.04500666935580458,1.1866374058249045,False,"['Gesellschaft', 'Kommission', 'Vereinigung', 'Akademie', 'Agentur']","['Gesellschaft', 'Vereinigung', 'Kommission', 'Akademie', 'Agentur']",mask
18,10,0,6,eine,4,6.8,1.4968788749808386,3,für,3,6.88,1.3208844088165819,0.10746663808822632,0.07046543806791306,0.03700120002031326,0.030614997764893983,0.057121178818671965,0.026506181053778003,-1.644403966946492,0.013087225812925535,1.6574911927594174,False,"['für', 'for', 'zum', 'of', 'gegen']","['für', 'zum', 'ohne', 'for', 'um']",mask
19,10,0,6,eine,4,6.8,1.4968788749808386,4,Naturschutz,11,3.92,10.071223130004581,12.799275398254395,12.443989753723145,0.35528564453125,0.1606418139633404,0.3604692700480431,0.1998274560847027,0.7935701239472212,0.8371793118094379,0.04360918786221663,False,"['Arbeit', 'Sprache', 'Sprachen', 'Frauen', 'Kommunikation']","['Arbeit', 'Sprache', 'Frauen', 'Sprachen', 'Kommunikation']",mask
20,10,0,6,eine,4,6.8,1.4968788749808386,5,ist,3,7.08,7.359464555279766,11.227327346801758,3.240368366241455,7.986958980560303,7.997968678801693,8.153551968806342,0.15558329000464718,-3.7635995073302575,0.15577127042134287,3.9193707777516007,False,"['hat', 'ist', 'plant', 'will', 'und']","['[unused_punctuation1]', 'Go', '[unused_punctuation2]', 'Ad', 'J']",mask
21,10,0,7,internationale,14,4.71,2.0239587084379735,0,Die,3,7.48,0.0,0.34518611431121826,0.22380805015563965,0.12137806415557861,0.08382418416169762,0.15792535695986074,0.07410117279816313,-0.5256706409616188,0.33927951629225844,0.8649501572538772,False,"['Die', 'die', 'Das', 'Der', 'Eine']","['Die', 'die', 'Das', 'Der', 'Eine']",mask
22,10,0,7,internationale,14,4.71,2.0239587084379735,1,Internationale,14,4.71,11.670209545816226,5.790921211242676,1.7622051239013672,4.028716087341309,2.6441458558631754,2.8837869986115456,0.23964114274837106,-2.2584423882766163,0.4798459290940559,2.7382883173706722,False,"['Europäische', 'Internationale', 'Nationale', 'internationale', 'Deutsche']","['Deutsche', 'Europäische', 'politische', 'Bayerische', 'Gewerkschaft']",mask
23,10,0,7,internationale,14,4.71,2.0239587084379735,2,Union,5,4.83,5.685839150225112,5.902109622955322,5.6252288818359375,0.27688074111938477,0.06328485437883433,0.18140516955482608,0.11812031517599178,-0.8965036237463024,0.02446089781300691,0.9209645215593094,False,"['Gesellschaft', 'Vereinigung', 'Kommission', 'Akademie', 'Agentur']","['Gesellschaft', 'Kommission', 'Vereinigung', 'Akademie', 'Agentur']",mask
24,10,0,7,internationale,14,4.71,2.0239587084379735,3,für,3,6.88,1.3208844088165819,0.07046543806791306,0.058492034673690796,0.01197340339422226,0.00825720271908701,0.020985329004499537,0.012728126285412525,-1.1224431675111266,0.003002277912897932,1.1254454454240246,False,"['für', 'for', 'zum', 'gegen', 'of']","['für', 'for', 'zum', 'of', 'gegen']",mask
25,10,0,7,internationale,14,4.71,2.0239587084379735,4,Naturschutz,11,3.92,10.071223130004581,12.443989753723145,12.130940437316895,0.31304931640625,0.052567486949675175,0.18185515877492525,0.12928767182525008,0.09286837977815393,0.19044482095737564,0.09757644117922172,False,"['Arbeit', 'Sprache', 'Sprachen', 'Frauen', 'Kommunikation']","['Arbeit', 'Sprache', 'Sprachen', 'Frauen', 'Kommunikation']",mask
26,10,0,7,internationale,14,4.71,2.0239587084379735,5,ist,3,7.08,7.359464555279766,3.240368366241455,0.4887692630290985,2.7515991032123566,1.7021312617253943,2.020593315312722,0.31846205358732804,-2.252712418567663,0.021690284933268886,2.274402703500932,False,"['ist', 'hat', 'wird', '[unused_punctuation1]', 'war']","['hat', 'ist', 'plant', 'will', 'und']",mask
27,10,0,7,internationale,14,4.71,2.0239587084379735,6,eine,4,6.8,1.4968788749808386,7.248569965362549,1.2762774229049683,5.972292542457581,3.5296129153302167,3.5990615135924298,0.06944859826221272,-5.909906413789436,0.16539395361137788,6.075300367400814,False,"['eine', 'die', 'das', 'der', 'ein']","['das', 'die', 'der', 'in', 'ein']",mask
28,10,0,8,"Organisation,",13,4.78,2.9573186915455096,0,Die,3,7.48,0.0,0.22380805015563965,0.12035953998565674,0.10344851016998291,0.036153488095346555,0.09609826703723157,0.05994477894188498,-1.3229841522748158,0.0007692098306366574,1.3237533621054527,False,"['Die', 'die', 'Der', 'Das', 'Eine']","['Die', 'die', 'Das', 'Der', 'Eine']",mask
29,10,0,8,"Organisation,",13,4.78,2.9573186915455096,1,Internationale,14,4.71,11.670209545816226,1.7622051239013672,1.305469036102295,0.45673608779907227,0.07023570055421434,0.2341560221875637,0.16392032163334938,-0.40430402220708533,0.04244980153511897,0.4467538237422043,False,"['Internationale', 'Europäische', 'Nationale', 'internationale', 'International']","['Europäische', 'Internationale', 'Nationale', 'internationale', 'Deutsche']",mask
30,10,0,8,"Organisation,",13,4.78,2.9573186915455096,2,Union,5,4.83,5.685839150225112,5.6252288818359375,3.653946876525879,1.9712820053100586,0.41545724146530527,0.7066779062864165,0.29122066482111114,-0.7630566182801534,0.10809216392025409,0.8711487822004074,False,"['Vereinigung', 'Gesellschaft', 'Union', 'Kommission', 'Organisation']","['Gesellschaft', 'Vereinigung', 'Kommission', 'Akademie', 'Agentur']",mask
31,10,0,8,"Organisation,",13,4.78,2.9573186915455096,3,für,3,6.88,1.3208844088165819,0.058492034673690796,0.04035475477576256,0.018137279897928238,0.006047526862838523,0.018774685611380317,0.012727158748541786,-1.2624285623261542,0.0020786872424477364,1.2645072495686018,False,"['für', 'for', 'gegen', 'zum', 'of']","['für', 'for', 'zum', 'gegen', 'of']",mask
32,10,0,8,"Organisation,",13,4.78,2.9573186915455096,4,Naturschutz,11,3.92,10.071223130004581,12.130940437316895,11.388835906982422,0.7421045303344727,0.15304593216243353,0.3632528591564629,0.21020692699402937,-0.10452981894985312,0.24637602383147703,0.3509058427813302,False,"['Arbeit', 'Sprache', 'Kommunikation', 'Menschenrechte', 'Integration']","['Arbeit', 'Sprache', 'Sprachen', 'Frauen', 'Kommunikation']",mask
33,10,0,8,"Organisation,",13,4.78,2.9573186915455096,5,ist,3,7.08,7.359464555279766,0.4887692630290985,0.21848300099372864,0.2702862620353699,0.2538688600512357,0.3427866323690267,0.08891777231779097,-1.8973196955963723,0.013037524694132479,1.9103572202905048,False,"['ist', '[unused_punctuation1]', 'war', 'bezeichnet', 'hat']","['ist', 'hat', 'wird', '[unused_punctuation1]', 'war']",mask
34,10,0,8,"Organisation,",13,4.78,2.9573186915455096,6,eine,4,6.8,1.4968788749808386,1.2762774229049683,1.8572107553482056,-0.5809333324432373,0.6479376329108155,0.8355516068657597,0.18761397395494403,-3.318052844313736,0.0036303731006565292,3.3216832174143938,False,"['die', 'eine', 'als', 'keine', 'der']","['eine', 'die', 'das', 'der', 'ein']",mask
35,10,0,8,"Organisation,",13,4.78,2.9573186915455096,7,internationale,14,4.71,2.0239587084379735,4.699917316436768,0.5252758264541626,4.174641489982605,3.3620772563910584,3.4410593857206253,0.07898212932956694,-10.745558778032395,0.03339596784968556,10.77895474588208,False,"['internationale', 'Internationale', 'weltweite', 'staatliche', 'nationale']","['internationale', 'nationale', 'Internationale', 'Welt', 'europäische']",mask
36,10,0,9,die,3,7.48,0.4281338497002373,0,Die,3,7.48,0.0,0.12035953998565674,0.03894108533859253,0.08141845464706421,0.041950739026207315,0.07925020967789465,0.03729947065168732,-3.0187551405110113,9.094268935572886e-05,3.0188460832003674,False,"['Die', 'die', 'Eine', 'Der', 'Nationale']","['Die', 'die', 'Der', 'Das', 'Eine']",mask
37,10,0,9,die,3,7.48,0.4281338497002373,1,Internationale,14,4.71,11.670209545816226,1.305469036102295,1.1002305746078491,0.2052384614944458,0.07620460023317387,0.187446115544043,0.11124151531086914,-2.2597498762228434,0.0006784852040517403,2.260428361426895,False,"['Internationale', 'Europäische', 'internationale', 'Nationale', 'International']","['Internationale', 'Europäische', 'Nationale', 'internationale', 'International']",mask
38,10,0,9,die,3,7.48,0.4281338497002373,2,Union,5,4.83,5.685839150225112,3.653946876525879,3.9371659755706787,-0.2832190990447998,0.021629844178335873,0.10059614929570568,0.07896630511736978,-0.9049752310014337,0.002764992009917583,0.9077402230113512,False,"['Vereinigung', 'Gesellschaft', 'Kommission', 'Union', 'Organisation']","['Vereinigung', 'Gesellschaft', 'Union', 'Kommission', 'Organisation']",mask
39,10,0,9,die,3,7.48,0.4281338497002373,3,für,3,6.88,1.3208844088165819,0.04035475477576256,0.024595612660050392,0.015759142115712166,0.005063708084015097,0.015492751511692049,0.010429043427676952,-1.6486932262873581,0.0001703634721706218,1.648863589759529,False,"['für', 'for', 'zum', 'gegen', 'of']","['für', 'for', 'gegen', 'zum', 'of']",mask
40,10,0,9,die,3,7.48,0.4281338497002373,4,Naturschutz,11,3.92,10.071223130004581,11.388835906982422,10.59561824798584,0.793217658996582,0.09577591286772526,0.2672772189567736,0.1715013060890483,-0.5918039711443394,0.07899838622268274,0.6708023573670221,False,"['Menschenrechte', 'Sprache', 'Kommunikation', 'Sprachen', 'Integration']","['Arbeit', 'Sprache', 'Kommunikation', 'Menschenrechte', 'Integration']",mask
41,10,0,9,die,3,7.48,0.4281338497002373,5,ist,3,7.08,7.359464555279766,0.21848300099372864,0.06277679651975632,0.15570620447397232,0.10373005038009779,0.1582028861732412,0.05447283579314341,-3.1373155282298364,0.00020725445222711592,3.1375227826820637,False,"['ist', 'war', 'bezeichnet', '[unused_punctuation1]', 'wäre']","['ist', '[unused_punctuation1]', 'war', 'bezeichnet', 'hat']",mask
42,10,0,9,die,3,7.48,0.4281338497002373,6,eine,4,6.8,1.4968788749808386,1.8572107553482056,0.6370878219604492,1.2201229333877563,0.42755123001327167,0.7896724338139903,0.3621212038007187,-2.1508433885268343,0.0068330058095808915,2.157676394336415,False,"['eine', 'die', 'keine', 'als', 'diese']","['die', 'eine', 'als', 'keine', 'der']",mask
43,10,0,9,die,3,7.48,0.4281338497002373,7,internationale,14,4.71,2.0239587084379735,0.5252758264541626,0.3112940192222595,0.21398180723190308,0.07688489408839118,0.18985424642301757,0.11296935233462642,-2.3946557968762043,0.0005944879829329282,2.395250284859137,False,"['internationale', 'weltweite', 'Internationale', 'nationale', 'globale']","['internationale', 'Internationale', 'weltweite', 'staatliche', 'nationale']",mask
44,10,0,9,die,3,7.48,0.4281338497002373,8,"Organisation,",13,4.78,2.9573186915455096,8.85405158996582,3.9530320167541504,4.90101957321167,4.4211709431914015,4.4879044002900255,0.06673345709862442,-5.822974253996048,0.29228315948156003,6.115257413477607,True,"['Vereinigung', 'für', '[unused_punctuation1]', 'Organisation', 'Gesellschaft']","['Umwelt', 'Naturschutz', 'Schutz', 'Vereinigung', 'Bio']",mask
45,10,0,10,auf,3,6.89,6.4085390593414795,0,Die,3,7.48,0.0,0.03894108533859253,0.019929038360714912,0.019012046977877617,0.007033887513160843,0.018751440728930376,0.011717553215769536,-2.2595754642972627,9.464287958762317e-06,2.2595849285852214,False,"['Die', 'Eine', 'Der', 'die', 'Das']","['Die', 'die', 'Eine', 'Der', 'Nationale']",mask
46,10,0,10,auf,3,6.89,6.4085390593414795,1,Internationale,14,4.71,11.670209545816226,1.1002305746078491,1.3392608165740967,-0.23903024196624756,0.08473150794817648,0.2692297050164753,0.18449819706829879,-1.679921983449515,0.00037105492580960503,1.6802930383753243,False,"['Europäische', 'Internationale', 'internationale', 'Nationale', 'International']","['Internationale', 'Europäische', 'internationale', 'Nationale', 'International']",mask
