,text_id,sent_id,trigger_idx,trigger,trigger_len,trigger_freq,trigger_surp,target_idx,target,target_len,target_freq,target_surp,ji_surp,j_surp,pmi,e_pmi,e_ppmi,e_npmi,e_pmi_i,e_ppmi_i,e_npmi_i,is_multitok,top_j_preds,top_ji_preds,mask_type
0,17,84.0,1,it,2,6.95,7.5080143378901285,0,so,2,6.52,0.0,11.580592155456543,5.449813365936279,6.130778789520264,7.4288424634364665,7.447737880266769,0.018895416830302176,-3.9978354534151674,0.0009124602933535927,3.99874791370852,False,"['""', '...', 'and', ""'"", 'but']","['this', 'the', 'that', 'it', 'its']",none
1,17,84.0,2,was,3,6.82,3.382811019776018,0,so,2,6.52,0.0,5.411890029907227,5.449813365936279,-0.037923336029052734,0.08535898944386051,0.2147382742532053,0.1293792848093448,-0.944287930866507,0.00020105659762517121,0.9444889874641321,False,"['""', '...', 'and', ""'"", 'but']","['""', '...', 'and', ""'"", 'but']",none
2,17,84.0,2,was,3,6.82,3.382811019776018,1,it,2,6.95,7.5080143378901285,0.011579242534935474,0.004202491603791714,0.007376750931143761,0.0036556857152058274,0.007372787227696726,0.0037171015124908987,-7.597763954176953,4.518214660842199e-06,7.597768472391614,False,"['it', 'this', 'that', 'much', ',']","['it', 'this', 'that', ',', 'is']",none
3,17,84.0,3,quite,5,5.29,6.916779910745557,0,so,2,6.52,0.0,4.85385274887085,5.449813365936279,-0.5959606170654297,0.4236770141373166,0.7088886150718972,0.28521160093458064,0.18537388828154963,0.29255969885460853,0.10718581057305886,False,"['""', '...', 'and', ""'"", 'but']","['and', 'thus', 'but', '""', 'however']",none
4,17,84.0,3,quite,5,5.29,6.916779910745557,1,it,2,6.95,7.5080143378901285,0.011608628556132317,0.004202491603791714,0.007406136952340603,0.0035258313552674623,0.007384655148211004,0.0038588237929435415,-1.798791339925437,6.947344383054682e-07,1.7987920346598756,False,"['it', 'this', 'that', 'much', ',']","['it', 'this', 'that', 'far', 'much']",none
5,17,84.0,3,quite,5,5.29,6.916779910745557,2,was,3,6.82,3.382811019776018,0.7805608510971069,0.8309363722801208,-0.050375521183013916,0.07462843481176995,0.12669816879115275,0.05206973397938281,-4.712634815944245,0.0001128583885862895,4.712747674332831,False,"['was', 'is', 'seemed', 'seems', 'became']","['was', 'is', 'became', 'seemed', 'would']",none
6,17,84.0,4,a,1,7.36,2.171401615219014,0,so,2,6.52,0.0,5.23175573348999,5.449813365936279,-0.21805763244628906,0.025315557263229788,0.13362704675992823,0.1083114894966984,-0.1700805908477083,0.00010453842742933456,0.17018512927513765,False,"['""', '...', 'and', ""'"", 'but']","['""', 'and', '...', ""'"", 'but']",none
7,17,84.0,4,a,1,7.36,2.171401615219014,1,it,2,6.95,7.5080143378901285,0.012491016648709774,0.004202491603791714,0.00828852504491806,0.003727671690122022,0.008264561066989523,0.0045368893768675,-1.4800530809769379,3.266920951601684e-08,1.4800531136461472,False,"['it', 'this', 'that', 'much', ',']","['it', 'this', 'that', 'much', 'far']",none
8,17,84.0,4,a,1,7.36,2.171401615219014,2,was,3,6.82,3.382811019776018,0.9872963428497314,0.8309363722801208,0.1563599705696106,0.012767652307777362,0.08909701829310628,0.07632936598532891,-3.8116109304333445,1.3560527596685782e-05,3.811624490960941,False,"['was', 'is', 'seemed', 'seems', 'became']","['was', 'is', 'seemed', 'seems', 'became']",none
9,17,84.0,4,a,1,7.36,2.171401615219014,3,quite,5,5.29,6.916779910745557,9.002164840698242,0.43521425127983093,8.566950589418411,7.875843108775679,7.879608034984154,0.003764926208476218,-16.00921592094863,0.00022668798689730207,16.00944260893553,False,"['quite', 'not', 'indeed', 'such', 'also']","['a', 'no', 'the', 'another', 'great']",none
