,text_id,sent_id,trigger_idx,trigger,trigger_len,trigger_freq,trigger_surp,target_idx,target,target_len,target_freq,target_surp,ji_surp,j_surp,pmi,e_pmi,e_ppmi,e_npmi,e_pmi_i,e_ppmi_i,e_npmi_i,is_multitok,top_j_preds,top_ji_preds,mask_type
0,2,1,1,säätelevät,10,3.26,15.020104984314232,0,Urheilukilpailuja,17,1.91,25.642378989598647,17.364093780517578,18.011674880981445,-0.6475811004638672,4.621015243705135,4.836752981596759,0.21573773789162373,-1.8604216082362293,0.6181104105926456,2.4785320188288744,True,"['Sitä', 'Jotka', 'Markkinat', 'Ne', 'He']","['.', '-', '""', 'Nyt', 'Ei']",mask
1,2,1,2,organisaatiot,13,3.58,9.881559352144413,0,Urheilukilpailuja,17,1.91,25.642378989598647,18.011674880981445,16.346866607666016,1.6648082733154297,1.6810901754130476,1.8837066650134877,0.2026164896004402,-2.208264418102115,0.059469102891879705,2.267733520993994,True,"['Sitä', 'Tätä', 'Niitä', 'Näitä', 'Kaikkea']","['Sitä', 'Jotka', 'Markkinat', 'Ne', 'He']",mask
2,2,1,2,organisaatiot,13,3.58,9.881559352144413,1,säätelevät,10,3.26,15.020104984314232,13.03332805633545,15.595003128051758,-2.5616750717163086,6.297390610336984,6.54561149437805,0.24822088404106332,-2.29913127125541,0.6595886717560442,2.9587199430114546,True,"['järjestävät', 'varten', 'ja', 'järjestää', 'tuottavat']","[',', 'ja', 'on', 'varten', '-']",mask
3,2,1,3,käyttävät,9,4.79,8.864435766691555,0,Urheilukilpailuja,17,1.91,25.642378989598647,16.346866607666016,15.560818672180176,0.7860479354858398,0.5904657288588789,0.8810604642437415,0.29059473538486263,-0.53344551255742,0.04533363794307591,0.5787791505004959,True,"['Sitä', 'Elämää', 'Kaikkea', 'Meitä', 'Niitä']","['Sitä', 'Tätä', 'Niitä', 'Näitä', 'Kaikkea']",mask
4,2,1,3,käyttävät,9,4.79,8.864435766691555,1,säätelevät,10,3.26,15.020104984314232,15.595003128051758,19.462141036987305,-3.867137908935547,0.27829825940152997,0.41266962576585225,0.13437136636432223,-1.164725955643437,0.017342712474480108,1.1820686681179169,True,"['järjestävät', 'varten', 'tuottavat', 'ja', 'käyttävät']","['järjestävät', 'varten', 'ja', 'järjestää', 'tuottavat']",mask
5,2,1,3,käyttävät,9,4.79,8.864435766691555,2,organisaatiot,13,3.58,9.881559352144413,12.17717170715332,12.79946231842041,-0.6222906112670898,6.0535793366521595,6.1150888038999485,0.06150946724778997,1.0872123117931187,2.175826703968274,1.0886143921751557,True,"['säännöt', 'viranomaiset', 'tahot', 'tuomarit', 'lait']","['myös', 'mm', 'säännöt', 'yleiset', 'kansainväliset']",mask
6,2,1,4,doping-,7,3.51,12.749446426404418,0,Urheilukilpailuja,17,1.91,25.642378989598647,15.560818672180176,8.209275245666504,7.351543426513672,1.1111227728422555,1.3705263387582154,0.25940356591595976,-1.4275197368730153,0.855883900099513,2.283403636972528,True,"['Sitä', 'Niitä', 'urheilua', 'Kaikkea', 'Elämää']","['Sitä', 'Elämää', 'Kaikkea', 'Meitä', 'Niitä']",mask
7,2,1,4,doping-,7,3.51,12.749446426404418,1,säätelevät,10,3.26,15.020104984314232,19.462141036987305,22.180850982666016,-2.718709945678711,0.12387618983592844,0.20304005477874515,0.0791638649428167,-1.8329550924536553,0.1527520259835282,1.9857071184371835,True,"['järjestävät', 'tuottavat', 'kiertävät', 'seuraavat', 'tukevat']","['järjestävät', 'varten', 'tuottavat', 'ja', 'käyttävät']",mask
8,2,1,4,doping-,7,3.51,12.749446426404418,2,organisaatiot,13,3.58,9.881559352144413,12.79946231842041,11.430071830749512,1.3693904876708984,0.4918853279709513,0.7507583980641568,0.2588730700932053,0.01386422546989165,0.5928149635156622,0.5789507380457705,True,"['viranomaiset', 'säännöt', 'tahot', 'valtiot', 'urheilijat']","['säännöt', 'viranomaiset', 'tahot', 'tuomarit', 'lait']",mask
9,2,1,4,doping-,7,3.51,12.749446426404418,3,käyttävät,9,4.79,8.864435766691555,10.280515670776367,6.743738651275635,3.5367770195007324,1.2653712053558261,1.5301756198350536,0.2648044144792271,-3.778224777369077,0.10954451582312395,3.8877692931922008,False,"['ja', 'sekä', 'kieltävät', ',', 'eivätkä']","['ja', ',', 'sekä', 'tai', 'eli']",mask
